HOSTKEY,NAME,DEPARTMENT,STATUS,DESCRIPTION,AUDIT_ACTION,AUDIT_STAMP,IN_TRANSFER,SEMESTER,DATA_FLOW,UNIT_CREDIT,ATTRIBUTES,PLANNEDSIZE,NAMED_GROUP,DEPARTMENT_NAME,UNITOFFERINGID
BFA201_H_SEM1_I,BFA201_H_S1_I,BBE,Y,Financial Accounting,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA201|2|H|SEM01|1,0,T1SM,TSBE,176160
BFA201_L_SEM1_I,BFA201_L_S1_I,BBE,Y,Financial Accounting,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA201|2|L|SEM01|1,0,T1SM,TSBE,176161
BFA204_H_SEM2_I,BFA204_H_S2_I,BBE,Y,Financial Planning,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA204|1|H|SEM02|1,0,T1SM,TSBE,176162
BFA208_H_SEM2_I,BFA208_H_S2_I,BBE,Y,Financial Management,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA208|1|H|SEM02|1,0,T1SM,TSBE,176166
BFA208_L_SEM2_I,BFA208_L_S2_I,BBE,Y,Financial Management,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA208|1|L|SEM02|1,0,T1SM,TSBE,176170
BFA221_H_SEM2_I,BFA221_H_S2_I,BBE,Y,Accounting Information Systems,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA221|3|H|SEM02|1,0,T1SM,TSBE,176175
BFA221_L_SEM2_I,BFA221_L_S2_I,BBE,Y,Accounting Information Systems,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA221|3|L|SEM02|1,0,T1SM,TSBE,176176
BFA221_W_SEM2_I,BFA221_W_S2_I,BBE,Y,Accounting Information Systems,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA221|3|W|SEM02|1,0,T1SM,TSBE,176174
BFA261_H_SEM2_I,BFA261_H_S2_I,BBE,Y,Management Accounting,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA261|2|H|SEM02|1,0,T1SM,TSBE,176178
BFA261_L_SEM2_I,BFA261_L_S2_I,BBE,Y,Management Accounting,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA261|2|L|SEM02|1,0,T1SM,TSBE,176179
BFA301_H_SEM2_I,BFA301_H_S2_I,BBE,Y,Advanced Financial Accounting,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA301|2|H|SEM02|1,0,T1SM,TSBE,176181
BFA301_L_SEM2_I,BFA301_L_S2_I,BBE,Y,Advanced Financial Accounting,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA301|2|L|SEM02|1,0,T1SM,TSBE,176182
BFA302_H_SEM2_I,BFA302_H_S2_I,BBE,Y,Accounting Theory,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA302|2|H|SEM02|1,0,T1SM,TSBE,176184
BFA302_L_SEM2_I,BFA302_L_S2_I,BBE,Y,Accounting Theory,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA302|2|L|SEM02|1,0,T1SM,TSBE,176185
BFA302_W_SEM2_I,BFA302_W_S2_I,BBE,Y,Accounting Theory,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA302|2|W|SEM02|1,0,T1SM,TSBE,176183
BFA303_H_SEM1_I,BFA303_H_S1_I,BBE,Y,Auditing,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA303|2|H|SEM01|1,0,T1SM,TSBE,176187
BFA303_L_SEM1_I,BFA303_L_S1_I,BBE,Y,Auditing,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA303|2|L|SEM01|1,0,T1SM,TSBE,176188
BFA391_H_SEM1_I,BFA391_H_S1_I,BBE,Y,Taxation,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA391|2|H|SEM01|1,0,T1SM,TSBE,176190
BFA391_L_SEM1_I,BFA391_L_S1_I,BBE,Y,Taxation,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA391|2|L|SEM01|1,0,T1SM,TSBE,176191
BFA391_W_SEM1_I,BFA391_W_S1_I,BBE,Y,Taxation,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA391|2|W|SEM01|1,0,T1SM,TSBE,176189
BFA406_H_SEM1_I,BFA406_H_S1_I,BBE,Y,Special Topics in Accounting,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA406|1|H|SEM01|1,0,T1SM,TSBE,176192
BFA406_L_SEM1_I,BFA406_L_S1_I,BBE,Y,Special Topics in Accounting,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA406|1|L|SEM01|1,0,T1SM,TSBE,176194
BFA407_H_SEM1_I,BFA407_H_S1_I,BBE,Y,Aspects of Voluntary Corporate Disclosure,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA407|1|H|SEM01|1,0,T1SM,TSBE,176196
BFA407_H_SEM2_I,BFA407_H_S2_I,BBE,Y,Aspects of Voluntary Corporate Disclosure,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA407|1|H|SEM02|1,0,T1SM,TSBE,176197
BFA410_H_SEM1_I,BFA410_H_S1_I,BBE,Y,Research Methods,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA410|1|H|SEM01|1,0,T1SM,TSBE,176198
BFA420_H_SEM1_I,BFA420_H_S1_I,BBE,Y,Perspectives on Accounting and Corporate Governance,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA420|1|H|SEM01|1,0,T1SM,TSBE,176201
BFA442_H_SEM1_I,BFA442_H_S1_I,BBE,Y,Dissertation A,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA442|1|H|SEM01|1,0,T1SM,TSBE,176204
BFA442_L_SEM1_I,BFA442_L_S1_I,BBE,Y,Dissertation A,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA442|1|L|SEM01|1,0,T1SM,TSBE,176205
BFA443_H_SEM2_I,BFA443_H_S2_I,BBE,Y,Dissertation B,U,28/07/2016 13:57:56,0,SEM02,S,37.5,BFA443|1|H|SEM02|1,0,T1SM,TSBE,176206
BFA443_L_SEM2_I,BFA443_L_S2_I,BBE,Y,Dissertation B,U,28/07/2016 13:57:56,0,SEM02,S,37.5,BFA443|1|L|SEM02|1,0,T1SM,TSBE,176207
BFA503_H_SEM1_I,BFA503_H_S1_I,BBE,Y,Introduction to Financial Management,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA503|1|H|SEM01|1,0,T1SM,TSBE,174076
BFA503_H_SEM2_I,BFA503_H_S2_I,BBE,Y,Introduction to Financial Management,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA503|1|H|SEM02|1,0,T1SM,TSBE,174077
BFA507_H_SEM1_I,BFA507_H_S1_I,BBE,Y,The Accounting Framework,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA507|1|H|SEM01|1,0,T1SM,TSBE,174081
BFA507_H_SEM2_I,BFA507_H_S2_I,BBE,Y,The Accounting Framework,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA507|1|H|SEM02|1,0,T1SM,TSBE,174082
BFA526_H_SEM1_I,BFA526_H_S1_I,BBE,Y,Financial Reporting & Analysis,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA526|1|H|SEM01|1,0,T1SM,TSBE,174085
BFA526_H_SEM2_I,BFA526_H_S2_I,BBE,Y,Financial Reporting & Analysis,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA526|1|H|SEM02|1,0,T1SM,TSBE,174087
BFA527_H_SEM1_I,BFA527_H_S1_I,BBE,Y,Corporate Sustainability and the Triple Bottom Line,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA527|1|H|SEM01|1,0,T1SM,TSBE,174089
BFA527_H_SEM2_I,BFA527_H_S2_I,BBE,Y,Corporate Sustainability and the Triple Bottom Line,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA527|1|H|SEM02|1,0,T1SM,TSBE,174091
BFA603_H_SEM1_I,BFA603_H_S1_I,BBE,Y,International Trade Regulation and Practice,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA603|1|H|SEM01|1,0,T1SM,TSBE,174094
BFA605_H_SEM1_I,BFA605_H_S1_I,BBE,Y,Financial and Corporate Accounting,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA605|1|H|SEM01|1,0,T1SM,TSBE,174096
BFA605_H_SEM2_I,BFA605_H_S2_I,BBE,Y,Financial and Corporate Accounting,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA605|1|H|SEM02|2,0,T1SM,TSBE,188649
BFA612_H_SEM1_I,BFA612_H_S1_I,BBE,Y,Management and Cost Accounting,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA612|1|H|SEM01|2,0,T1SM,TSBE,188652
BFA612_H_SEM2_I,BFA612_H_S2_I,BBE,Y,Management and Cost Accounting,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA612|1|H|SEM02|1,0,T1SM,TSBE,174098
BFA682_H_SEM1_I,BFA682_H_S1_I,BBE,Y,Law for Managers,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA682|1|H|SEM01|1,0,T1SM,TSBE,174100
BFA682_H_SEM2_I,BFA682_H_S2_I,BBE,Y,Law for Managers,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA682|1|H|SEM02|1,0,T1SM,TSBE,174102
BFA710_H_SEM1_I,BFA710_H_S1_I,BBE,Y,Research Methods,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA710|1|H|SEM01|1,0,T1SM,TSBE,174105
BFA713_H_SEM1_I,BFA713_H_S1_I,BBE,Y,Audit and Assurance,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA713|1|H|SEM01|1,0,T1SM,TSBE,174106
BFA713_H_SEM2_I,BFA713_H_S2_I,BBE,Y,Audit and Assurance,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA713|1|H|SEM02|1,0,T1SM,TSBE,174107
BFA714_H_SEM1_I,BFA714_H_S1_I,BBE,Y,Australian Tax Law,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BFA714|1|H|SEM01|1,0,T1SM,TSBE,174108
BFA714_H_SEM2_I,BFA714_H_S2_I,BBE,Y,Australian Tax Law,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA714|1|H|SEM02|1,0,T1SM,TSBE,174109
BFA728_H_SEM2_I,BFA728_H_S2_I,BBE,Y,Finance for Managers,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BFA728|1|H|SEM02|1,0,T1SM,TSBE,174113
BMA101_H_SEM1_I,BMA101_H_S1_I,BBE,Y,Introduction to Management,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA101|3|H|SEM01|1,0,T1SM,TSBE,176256
BMA101_H_SEM2_I,BMA101_H_S2_I,BBE,Y,Introduction to Management,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA101|3|H|SEM02|1,0,T1SM,TSBE,176258
BMA101_L_SEM1_I,BMA101_L_S1_I,BBE,Y,Introduction to Management,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA101|3|L|SEM01|1,0,T1SM,TSBE,176260
BMA101_L_SEM2_I,BMA101_L_S2_I,BBE,Y,Introduction to Management,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA101|3|L|SEM02|1,0,T1SM,TSBE,176261
BMA101_W_SEM1_I,BMA101_W_S1_I,BBE,Y,Introduction to Management,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA101|3|W|SEM01|1,0,T1SM,TSBE,176255
BMA115_H_SEM2_I,BMA115_H_S2_I,BBE,Y,Dynamics of Tourism,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA115|1|H|SEM02|1,0,T1SM,TSBE,176269
BMA116_H_SEM1_I,BMA116_H_S1_I,BBE,Y,Communication for Business Professionals,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA116|1|H|SEM01|1,0,T1SM,TSBE,176273
BMA116_H_SEM2_I,BMA116_H_S2_I,BBE,Y,Communication for Business Professionals,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA116|1|H|SEM02|1,0,T1SM,TSBE,176275
BMA116_L_SEM2_I,BMA116_L_S2_I,BBE,Y,Communication for Business Professionals,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA116|1|L|SEM02|1,0,T1SM,TSBE,176280
BMA116_W_SEM1_I,BMA116_W_S1_I,BBE,Y,Communication for Business Professionals,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA116|1|W|SEM01|1,0,T1SM,TSBE,176270
BMA121_H_SEM2_I,BMA121_H_S2_I,BBE,Y,Managing People at Work,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA121|2|H|SEM02|1,0,T1SM,TSBE,176285
BMA121_H_SPR_I,BMA121_H_S5_I,BBE,Y,Managing People at Work,U,28/07/2016 13:57:56,0,SPR03,S,12.5,BMA121|2|H|SPR03|1,0,T1SM,TSBE,176287
BMA121_L_SEM2_I,BMA121_L_S2_I,BBE,Y,Managing People at Work,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA121|2|L|SEM02|1,0,T1SM,TSBE,176289
BMA151_H_SEM2_I,BMA151_H_S2_I,BBE,Y,Principles of Marketing,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA151|2|H|SEM02|1,0,T1SM,TSBE,176291
BMA151_H_SPR_I,BMA151_H_S5_I,BBE,Y,Principles of Marketing,U,28/07/2016 13:57:56,0,SPR03,S,12.5,BMA151|2|H|SPR03|1,0,T1SM,TSBE,176293
BMA151_L_SEM2_I,BMA151_L_S2_I,BBE,Y,Principles of Marketing,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA151|2|L|SEM02|1,0,T1SM,TSBE,176295
BMA202_H_SEM2_I,BMA202_H_S2_I,BBE,Y,Strategic Management,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA202|1|H|SEM02|1,0,T1SM,TSBE,176299
BMA207_H_SEM1_I,BMA207_H_S1_I,BBE,Y,Sustainable Tourism,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA207|1|H|SEM01|1,0,T1SM,TSBE,176305
BMA217_H_SEM2_I,BMA217_H_S2_I,BBE,Y,Theories of Work and Organisation,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA217|2|H|SEM02|1,0,T1SM,TSBE,176307
BMA236_H_SEM2_I,BMA236_H_S2_I,BBE,Y,Festivals and Events Management,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA236|1|H|SEM02|1,0,T1SM,TSBE,176312
BMA247_H_SEM1_I,BMA247_H_S1_I,BBE,Y,Organisational Behaviour,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA247|1|H|SEM01|1,0,T1SM,TSBE,176315
BMA247_L_SEM1_I,BMA247_L_S1_I,BBE,Y,Organisational Behaviour,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA247|1|L|SEM01|1,0,T1SM,TSBE,176317
BMA250_H_SEM1_I,BMA250_H_S1_I,BBE,Y,Managerial Social Responsibility,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA250|1|H|SEM01|1,0,T1SM,TSBE,176320
BMA251_H_SEM2_I,BMA251_H_S2_I,BBE,Y,Principles of Marketing,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA251|2|H|SEM02|1,0,T1SM,TSBE,176324
BMA251_H_SPR_I,BMA251_H_S5_I,BBE,Y,Principles of Marketing,U,28/07/2016 13:57:56,0,SPR03,S,12.5,BMA251|2|H|SPR03|1,0,T1SM,TSBE,176326
BMA251_L_SEM2_I,BMA251_L_S2_I,BBE,Y,Principles of Marketing,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA251|2|L|SEM02|1,0,T1SM,TSBE,176328
BMA258_H_SEM1_I,BMA258_H_S1_I,BBE,Y,Services Marketing,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA258|2|H|SEM01|1,0,T1SM,TSBE,176329
BMA258_L_SEM1_I,BMA258_L_S1_I,BBE,Y,Services Marketing,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA258|2|L|SEM01|1,0,T1SM,TSBE,176331
BMA262_H_SEM2_I,BMA262_H_S2_I,BBE,Y,Consumer Behaviour,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA262|1|H|SEM02|1,0,T1SM,TSBE,176333
BMA262_L_SEM2_I,BMA262_L_S2_I,BBE,Y,Consumer Behaviour,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA262|1|L|SEM02|1,0,T1SM,TSBE,176335
BMA311_H_SEM2_I,BMA311_H_S2_I,BBE,Y,Destination Management,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA311|1|H|SEM02|1,0,T1SM,TSBE,176336
BMA314_H_SEM1_I,BMA314_H_S1_I,BBE,Y,Organisational Change and Development,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA314|2|H|SEM01|1,0,T1SM,TSBE,176337
BMA314_L_SEM1_I,BMA314_L_S1_I,BBE,Y,Organisational Change and Development,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA314|2|L|SEM01|1,0,T1SM,TSBE,176339
BMA317_H_SEM1_I,BMA317_H_S1_I,BBE,Y,Human Resource Management Practices A,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA317|1|H|SEM01|1,0,T1SM,TSBE,176341
BMA318_H_SEM2_I,BMA318_H_S2_I,BBE,Y,Human Resource Management Practices B,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA318|1|H|SEM02|1,0,T1SM,TSBE,176343
BMA319_H_SEM1_I,BMA319_H_S1_I,BBE,Y,"Food, Wine and Agritourism",U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA319|1|H|SEM01|1,0,T1SM,TSBE,176345
BMA320_H_SEM2_I,BMA320_H_S2_I,BBE,Y,Philosophy of Management,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA320|1|H|SEM02|1,0,T1SM,TSBE,176346
BMA320_L_SEM1_I,BMA320_L_S1_I,BBE,Y,Philosophy of Management,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA320|1|L|SEM01|1,0,T1SM,TSBE,176347
BMA320_L_SEM2_I,BMA320_L_S2_I,BBE,Y,Philosophy of Management,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA320|1|L|SEM02|1,0,T1SM,TSBE,176348
BMA328_H_SEM2_I,BMA328_H_S2_I,BBE,Y,Leadership in Organisations,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA328|2|H|SEM02|1,0,T1SM,TSBE,176349
BMA328_L_SEM2_I,BMA328_L_S2_I,BBE,Y,Leadership in Organisations,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA328|2|L|SEM02|1,0,T1SM,TSBE,176351
BMA329_H_SEM2_I,BMA329_H_S2_I,BBE,Y,Retailing and Sales,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA329|2|H|SEM02|1,0,T1SM,TSBE,176352
BMA331_H_SEM1_I,BMA331_H_S1_I,BBE,Y,Marketing Research,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA331|1|H|SEM01|1,0,T1SM,TSBE,176355
BMA341_H_SEM2_I,BMA341_H_S2_I,BBE,Y,Industrial Relations,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA341|1|H|SEM02|1,0,T1SM,TSBE,176360
BMA349_H_SEM1_I,BMA349_H_S1_I,BBE,Y,Advertising and Promotion,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA349|2|H|SEM01|1,0,T1SM,TSBE,176364
BMA351_H_SEM2_I,BMA351_H_S2_I,BBE,Y,Marketing Management,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA351|2|H|SEM02|1,0,T1SM,TSBE,176369
BMA357_H_SEM1_I,BMA357_H_S1_I,BBE,Y,Small Business Management,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA357|1|H|SEM01|1,0,T1SM,TSBE,176373
BMA357_L_SEM1_I,BMA357_L_S1_I,BBE,Y,Small Business Management,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA357|1|L|SEM01|1,0,T1SM,TSBE,176374
BMA401_H_SEM1_I,BMA401_H_S1_I,BBE,Y,Research Methods in Management,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA401|1|H|SEM01|1,0,T1SM,TSBE,176379
BMA402_H_SEM1_I,BMA402_H_S1_I,BBE,Y,Management Honours Seminar,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA402|1|H|SEM01|1,0,T1SM,TSBE,176380
BMA402_L_SEM1_I,BMA402_L_S1_I,BBE,Y,Management Honours Seminar,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA402|1|L|SEM01|1,0,T1SM,TSBE,176381
BMA403_H_SEM1_I,BMA403_H_S1_I,BBE,Y,Special Topics in Management,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA403|1|H|SEM01|1,0,T1SM,TSBE,176382
BMA403_L_SEM1_I,BMA403_L_S1_I,BBE,Y,Special Topics in Management,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA403|1|L|SEM01|1,0,T1SM,TSBE,176383
BMA415_H_SEM1_I,BMA415_H_S1_I,BBE,Y,Dissertation A,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA415|1|H|SEM01|1,0,T1SM,TSBE,176384
BMA415_L_SEM1_I,BMA415_L_S1_I,BBE,Y,Dissertation A,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA415|1|L|SEM01|1,0,T1SM,TSBE,176385
BMA416_H_SEM2_I,BMA416_H_S2_I,BBE,Y,Dissertation B,U,28/07/2016 13:57:56,0,SEM02,S,37.5,BMA416|1|H|SEM02|1,0,T1SM,TSBE,176386
BMA416_L_SEM2_I,BMA416_L_S2_I,BBE,Y,Dissertation B,U,28/07/2016 13:57:56,0,SEM02,S,37.5,BMA416|1|L|SEM02|1,0,T1SM,TSBE,176387
BMA418_H_WIN_I,BMA418_H_S4_I,BBE,Y,Data Analysis and Management,U,28/07/2016 13:57:56,0,WIN02,S,12.5,BMA418|1|H|WIN02|1,0,T1SM,TSBE,176388
BMA506_H_SEM1_I,BMA506_H_S1_I,BBE,Y,Foundations of Marketing,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA506|1|H|SEM01|1,0,T1SM,TSBE,174147
BMA547_H_SEM1_I,BMA547_H_S1_I,BBE,Y,Organisational Behaviour,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA547|1|H|SEM01|1,0,T1SM,TSBE,174152
BMA547_H_SEM2_I,BMA547_H_S2_I,BBE,Y,Organisational Behaviour,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA547|1|H|SEM02|1,0,T1SM,TSBE,174154
BMA583_H_SEM2_I,BMA583_H_S2_I,BBE,Y,Managing People and the Employment Relationship,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA583|3|H|SEM02|1,0,T1SM,TSBE,174159
BMA604_H_SEM1_I,BMA604_H_S1_I,BBE,Y,Consumer Decision-Making,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA604|2|H|SEM01|1,0,T1SM,TSBE,174161
BMA605_H_SEM1_I,BMA605_H_S1_I,BBE,Y,Business to Business Marketing,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA605|1|H|SEM01|1,0,T1SM,TSBE,174166
BMA606_H_SEM2_I,BMA606_H_S2_I,BBE,Y,Professional Services Marketing,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA606|1|H|SEM02|1,0,T1SM,TSBE,174168
BMA607_H_SEM1_I,BMA607_H_S1_I,BBE,Y,Marketing Supply-Chain Strategy,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA607|1|H|SEM01|1,0,T1SM,TSBE,174169
BMA608_H_SEM2_I,BMA608_H_S2_I,BBE,Y,New Product and Service Development,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA608|1|H|SEM02|1,0,T1SM,TSBE,174170
BMA609_H_SEM2_I,BMA609_H_S2_I,BBE,Y,Sales Management and Personal Selling,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA609|1|H|SEM02|1,0,T1SM,TSBE,174172
BMA610_H_SEM2_I,BMA610_H_S2_I,BBE,Y,Digital and Direct Marketing Strategy,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA610|1|H|SEM02|1,0,T1SM,TSBE,174174
BMA611_H_SEM2_I,BMA611_H_S2_I,BBE,Y,Market Research and Decision-Making,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA611|1|H|SEM02|1,0,T1SM,TSBE,174175
BMA701_H_SEM1_I,BMA701_H_S1_I,BBE,Y,Leadership and Change Management,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA701|1|H|SEM01|1,0,T1SM,TSBE,174176
BMA703_H_SEM2_I,BMA703_H_S2_I,BBE,Y,Entrepreneurship,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA703|1|H|SEM02|1,0,T1SM,TSBE,174179
BMA704_H_SEM2_I,BMA704_H_S2_I,BBE,Y,Doing Business in Asia and Europe,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA704|1|H|SEM02|1,0,T1SM,TSBE,174182
BMA708_H_SEM1_I,BMA708_H_S1_I,BBE,Y,Marketing Analytics and Metrics,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA708|1|H|SEM01|1,0,T1SM,TSBE,188699
BMA709_H_SEM1_I,BMA709_H_S1_I,BBE,Y,Strategic Marketing Management,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA709|1|H|SEM01|1,0,T1SM,TSBE,174185
BMA710_H_SEM1_I,BMA710_H_S1_I,BBE,Y,Strategic Brand Marketing,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA710|1|H|SEM01|1,0,T1SM,TSBE,188700
BMA734_H_SEM2_I,BMA734_H_S2_I,BBE,Y,International Business Management,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA734|1|H|SEM02|1,0,T1SM,TSBE,174188
BMA735_H_SEM1_I,BMA735_H_S1_I,BBE,Y,Management Ethics,U,28/07/2016 13:57:56,0,SEM01,S,12.5,BMA735|2|H|SEM01|1,0,T1SM,TSBE,174191
BMA785_H_SEM2_I,BMA785_H_S2_I,BBE,Y,International Marketing,U,28/07/2016 13:57:56,0,SEM02,S,12.5,BMA785|1|H|SEM02|1,0,T1SM,TSBE,174200
BMA798_H_SEM1_I,BMA798_H_S1_I,BBE,Y,Research Project,U,28/07/2016 13:57:56,0,SEM01,S,25,BMA798|1|H|SEM01|1,0,T1SM,TSBE,174211
BMA798_H_SEM2_I,BMA798_H_S2_I,BBE,Y,Research Project,U,28/07/2016 13:57:56,0,SEM02,S,25,BMA798|1|H|SEM02|1,0,T1SM,TSBE,174212
BMA798_L_SEM1_I,BMA798_L_S1_I,BBE,Y,Research Project,U,28/07/2016 13:57:56,0,SEM01,S,25,BMA798|1|L|SEM01|1,0,T1SM,TSBE,174213
BMA798_L_SEM2_I,BMA798_L_S2_I,BBE,Y,Research Project,U,28/07/2016 13:57:56,0,SEM02,S,25,BMA798|1|L|SEM02|1,0,T1SM,TSBE,174214
BMA798_W_SEM1_I,BMA798_W_S1_I,BBE,Y,Research Project,U,28/07/2016 13:57:56,0,SEM01,S,25,BMA798|1|W|SEM01|1,0,T1SM,TSBE,174209
BMA798_W_SEM2_I,BMA798_W_S2_I,BBE,Y,Research Project,U,28/07/2016 13:57:56,0,SEM02,S,25,BMA798|1|W|SEM02|1,0,T1SM,TSBE,174210
