rX,rY,rZ,rSpeed,bX,bY,bSpeed,sX,sY,sZ,sSpeed,dAng,bAng,bZ,bowlerEnd
8.2694,0.247935,1.97443,140.347,-3.05537,0.256504,121.183,-10.06,0.230643,0.959953,108.255,11.7198,9.29067,0.0001,north
-8.6375,-0.582538,1.9463,85.8291,5.57514,0.157862,67.6712,10.06,0.0820036,0.681941,61.4335,15.8699,11.8466,0.0001,south
-8.6466,-0.612533,2.00198,84.9132,5.26415,0.272776,64.3544,10.06,0.258523,0.854248,57.7702,15.8811,14.1336,0.0001,south
-8.5536,-0.545894,1.92939,84.5951,4.9801,0.213158,67.2157,10.06,0.253404,0.748444,60.3059,15.9551,12.2287,0.0001,south
-8.6695,-0.648323,1.90989,87.8561,5.92711,0.129726,70.7002,10.06,0.177474,0.66512,65.162,15.4391,11.6869,0.0001,south
-8.6828,-0.646167,1.94006,87.5307,5.34014,0.099096,72.2397,10.06,0.0784671,0.744047,65.3561,15.3984,11.903,0.0001,south
-8.5999,-0.596684,1.91327,86.2087,4.31245,-0.0134905,71.4254,10.06,-0.0322344,0.743068,63.8137,15.3727,11.3412,0.0001,south
8.1873,0.366692,1.97501,139.426,-5.5719,0.321037,122.479,-10.06,0.271366,0.570869,113.694,10.6249,7.85851,0.0001,north
8.3207,0.385656,1.9813,139.921,-1.73732,0.389848,118.484,-10.06,0.461241,0.999303,107.114,12.8648,8.83288,0.0001,north
8.418,0.40549,1.99175,143.053,-2.92981,0.386454,123.269,-10.06,0.387355,0.953601,110.677,11.9158,9.06983,0.0001,north
8.597,0.395179,2.01671,147.014,-5.49422,0.342801,122.691,-10.06,0.30672,0.559483,113.94,10.756,7.60927,0.0001,north
8.2944,0.37346,1.95881,139.039,-1.49147,0.351207,116.191,-10.06,0.436535,1.05041,104.66,12.886,9.15457,0.0001,north
8.1571,0.338851,1.9649,141.079,-2.02945,0.323168,119.659,-10.06,0.303097,1.0046,113.411,12.8607,8.77848,0.0001,north
8.1382,0.412772,1.96218,139.725,-1.30873,0.303783,115.897,-10.06,0.183713,1.16755,111.037,13.3039,9.79239,0.0001,north
-8.5085,-0.598227,1.90694,86.4567,3.61995,0.147545,69.6874,10.06,0.167747,0.883554,61.2623,15.7466,12.6347,0.0001,south
-8.6606,-0.507687,1.96233,85.8352,5.29629,0.401327,69.5484,10.06,0.438712,0.663288,63.4837,15.4819,11.1554,0.0001,south
-8.6102,-0.622654,1.93585,85.8286,5.20907,0.0316876,72.1952,10.06,-0.0197517,0.775737,65.3484,15.4931,12.1387,0.0001,south
-8.6436,-0.574932,1.97258,81.3527,6.29544,0.0623057,65.6713,10.06,-0.0265744,0.701988,60.5302,16.5579,13.2835,0.0001,south
-8.645,-0.711086,1.9383,84.236,4.47514,0.280235,68.5473,10.06,0.311475,0.829565,61.6628,15.7487,12.5712,0.0001,south
-8.5966,-0.593795,1.95043,84.9917,4.59647,0.118191,67.8802,10.06,0.104946,0.755008,60.8507,15.8313,12.0344,0.0001,south
8.392,-0.63683,1.97562,134.808,-5.10834,0.142481,113.99,-10.06,0.452577,0.478613,105.416,11.2932,6.48385,0.0001,north
8.3683,-0.859844,1.96558,132.946,-3.26962,-0.0456782,112.233,-10.06,0.556172,0.902956,100.865,12.0511,9.33697,0.0001,north
8.325,-0.825064,1.95858,131.429,-3.00041,-0.0708048,114.007,-10.06,0.467847,0.974761,102.638,12.1915,9.55238,0.0001,north
8.2835,-0.682155,1.95437,133.877,-2.60821,0.191605,115.674,-10.06,0.753381,0.908786,103.634,12.3216,8.74092,0.0001,north
8.3691,-0.784017,1.95487,132.557,-2.71503,0.0903604,115.924,-10.06,0.65762,0.822402,102.839,12.2248,8.15333,0.0001,north
8.4284,-0.815403,1.95734,137.302,-3.69128,-0.0240702,109.69,-10.06,0.525413,0.724865,97.927,11.6021,8.12184,0.0001,north
-8.6426,-0.560093,1.92047,86.905,5.54,0.150114,73.7209,10.06,0.171107,0.584416,67.2457,15.1694,10.0594,0.0001,south
-8.64,-0.658718,1.89618,83.1108,5.54802,0.0204916,67.1838,10.06,-0.0628058,0.792653,60.8504,16.5694,13.2434,0.0001,south
-8.8322,-0.685931,1.95175,81.8354,7.43739,0.204686,67.9193,10.06,0.33092,0.550133,64.2039,16.8518,13.0943,0.0001,south
-8.6865,-0.693014,1.91259,84.5205,5.8383,0.00945278,70.1874,10.06,0.0233727,0.61176,64.2885,15.5804,11.0026,0.0001,south
-8.6336,-0.651963,1.93338,85.4785,4.6685,0.151744,71.2291,10.06,0.222274,0.715019,63.7777,15.4877,11.2242,0.0001,south
-8.7484,-0.626842,1.94031,87.5123,5.80118,0.339309,71.3471,10.06,0.418019,0.627066,65.3815,15.1424,10.9866,0.0001,south
8.4181,-0.790076,1.9326,132.912,-1.6618,-0.350874,115.201,-10.06,0.0112777,0.952078,100.714,12.7648,8.65161,0.0001,north
8.2142,-0.799728,1.95024,132.454,-2.17463,-0.105913,115.24,-10.06,0.429924,0.898137,102.11,12.3212,8.45428,0.0001,north
8.5661,-0.803818,1.96188,137.355,-3.62241,0.0575389,117.206,-10.06,0.538247,0.673887,105.617,11.5711,7.43042,0.0001,north
8.4221,-0.788946,1.93898,140.047,-3.2278,-0.122302,116.427,-10.06,0.299053,0.650211,104.249,11.7489,7.01888,0.0001,north
8.2572,-0.769151,1.91963,130.734,-2.3169,-0.0206005,114.742,-10.06,0.637627,0.964041,100.843,12.3474,9.05891,0.0001,north
8.4626,-0.813829,1.96316,133.058,-3.04847,-0.0128126,115.612,-10.06,0.459839,0.880744,102.31,12.0636,8.76605,0.0001,north
-8.5892,-0.63759,1.97117,85.6282,7.08734,0.370929,74.8842,10.06,0.560038,0.571019,70.6223,15.4448,12.1128,0.0001,south
-8.7177,-0.653534,1.96574,84.4995,5.48917,0.0658491,66.7356,10.06,0.008483,0.799623,60.4782,15.627,13.3639,0.0001,south
-8.6322,-0.659929,1.95533,84.8284,5.79076,-0.107574,68.81,10.06,-0.150879,0.694372,62.8577,15.632,12.1231,0.0001,south
-8.6771,-0.682935,1.95361,85.2843,6.09253,-0.0300292,69.8392,10.06,0.0161589,0.652628,64.0859,15.6391,11.8453,0.0001,south
-8.7246,-0.632204,1.93577,83.1085,4.74396,0.0623802,68.2834,10.06,0.0866304,0.74495,61.4027,15.8695,11.9751,0.0001,south
-8.7149,-0.651702,1.95494,83.7841,7.28859,0.228021,72.5315,10.06,0.277555,0.47842,68.6987,16.0244,10.9675,0.0001,south
8.3466,-0.707521,1.95865,136.153,-6.05032,0.286664,103.945,-10.06,0.536676,0.445613,96.7742,10.911,7.14407,0.0001,north
8.3848,-0.80422,1.94096,135.456,-3.7131,-0.0512166,113.989,-10.06,0.308177,0.675462,102.48,11.7421,7.58699,0.0001,north
8.3681,-0.815939,1.9524,136.224,-4.03286,0.0905398,117.532,-10.06,0.675262,0.655919,108.202,11.4958,7.44765,0.0001,north
8.2151,-0.785006,1.89563,134.473,-2.93412,-0.0599606,116.139,-10.06,0.52447,0.792314,104.001,11.9951,8.03527,0.0001,north
8.4875,-0.79669,1.95239,139.948,-3.62486,0.0869604,119.088,-10.06,0.543488,0.74001,110.3,11.5736,7.91559,0.0001,north
8.3791,-0.773111,1.93288,135.767,-3.85022,-0.119518,113.427,-10.06,0.234339,0.635713,102.631,11.5995,7.28529,0.0001,north
-8.6488,-0.592627,1.94228,87.5303,4.19671,-0.0983695,71.8645,10.06,-0.180252,0.779744,63.8744,15.1466,11.5866,0.0001,south
-8.5515,-0.628944,1.90842,84.8722,6.05671,0.208367,67.5178,10.06,0.255789,0.617879,61.538,15.8622,11.5109,0.0001,south
-8.7662,-0.59507,1.96253,83.8737,9.217768,0.388301,68.5798,10.06,0.445517,0.27533,67.2064,16.4277,16.4552,0.0001,south
-8.6432,-0.718652,1.90708,86.4589,3.98224,-0.0929989,70.6133,10.06,-0.0976812,0.80176,62.6881,15.2727,11.8897,0.0001,south
-8.6498,-0.690779,1.94685,88.4778,3.48016,-0.129429,74.6965,10.06,-0.16413,0.762746,66.0471,15.1556,10.8149,0.0001,south
-8.6243,-0.565023,1.93104,83.7323,8.49834,0.166594,67.9056,10.06,0.266712,0.463214,65.412,16.4556,16.4039,0.0001,south
8.298,-0.800524,1.96631,131.614,-2.40115,-0.123012,115.822,-10.06,0.380474,0.883514,102.688,12.6753,8.46734,0.0001,north
8.5152,-0.79819,1.96958,137.956,-6.61068,0.00747838,116.842,-10.06,0.263993,0.386751,110.58,10.5001,6.66608,0.0001,north
8.463,-0.757241,1.94714,131.809,-2.88779,0.0134306,116.631,-10.06,0.551699,0.758914,106.402,12.0275,7.76507,0.0001,north
8.2127,-0.759414,1.93774,136.379,-4.75613,0.0339107,117.724,-10.06,0.387267,0.618625,110.151,11.2324,7.63392,0.0001,north
8.3915,-0.763135,1.94775,136.51,-2.77844,-0.0449272,117.667,-10.06,0.44722,0.955839,105.518,12.0473,9.14561,0.0001,north
8.1548,-0.733791,1.92446,131.048,-3.74832,-0.00825779,118.731,-10.06,0.401143,0.602432,109.037,11.3506,6.77097,0.0001,north
-8.8637,-0.48159,1.96156,80.7374,3.87115,-0.245155,65.0881,10.06,-0.596874,0.648556,57.6416,16.6333,11.3308,0.0001,south
-8.9275,-0.436723,1.96801,83.0158,7.71526,0.126443,67.0542,10.06,0.167303,0.639948,63.4261,16.4071,16.2559,0.0001,south
-8.76,-0.405183,1.97399,82.0593,4.76425,0.129727,70.7207,10.06,0.0622241,0.695752,63.6782,16.0871,11.0823,0.0001,south
-8.8458,-0.498244,1.96499,82.859,6.69412,0.0405139,67.5214,10.06,-0.0186188,0.625862,62.7895,16.1875,12.6227,0.0001,south
-8.823,-0.413944,1.91738,82.3244,3.34847,0.00709561,66.2752,10.06,-0.121321,0.747249,57.8302,16.5242,12.1151,0.0001,south
-9.001,-0.432966,2.01407,83.5038,6.23053,0.0752175,65.0817,10.06,0.0061645,0.830306,59.3812,16.426,15.0586,0.0001,south
8.1325,-0.715853,1.91691,131.384,-2.26754,-0.0792774,115.585,-10.06,0.400275,0.993889,102.788,12.2426,9.21893,0.0001,north
8.2486,-0.754281,1.93492,134.975,-2.94522,-0.0724558,117.407,-10.06,0.426154,0.764732,106.363,11.9405,7.75206,0.0001,north
8.3249,-0.732705,1.95737,134.911,-4.14039,-0.0186824,115.354,-10.06,0.438139,0.599537,104.386,11.5206,7.04731,0.0001,north
8.3094,-0.784561,1.93932,135.141,-4.20937,0.269073,116.793,-10.06,0.80576,0.632729,105.854,11.304,7.38789,0.0001,north
8.1056,-0.71104,1.91676,130.95,-2.83428,-0.0436722,114.494,-10.06,0.393225,0.905519,101.347,12.0049,8.87323,0.0001,north
8.4317,-0.723529,1.94493,133.552,-5.67128,0.272851,114.854,-10.06,0.644246,0.51087,106.828,10.9046,7.37707,0.0001,north
-8.7929,-0.432084,1.98435,83.4142,5.20631,0.0634349,69.2563,10.06,-0.00336433,0.612706,62.7468,15.7062,10.6059,0.0001,south
-8.8998,-0.436544,1.97779,84.7789,7.86725,0.137168,66.6653,10.06,0.171596,0.602812,63.2162,16.4654,16.2203,0.0001,south
-8.9048,-0.453709,1.99069,84.8185,3.76784,0.30408,70.2126,10.06,0.339059,0.881016,62.0828,15.6689,12.5331,0.0001,south
-8.7878,-0.498484,1.97191,87.0707,3.96557,-0.14708,72.3305,10.06,-0.263739,0.758263,64.1415,15.4445,11.2096,0.0001,south
-8.9077,-0.456175,1.90725,83.4113,7.28486,0.0944958,65.9373,10.06,0.375806,0.627314,61.7852,17.2021,14.2956,0.0001,south
-8.6899,-0.504416,1.92136,85.2237,5.35445,-0.126987,69.0041,10.06,0.100131,0.824878,62.1996,15.8844,13.2594,0.0001,south
8.1059,0.317004,1.94237,135.076,-1.36947,0.249029,113.337,-10.06,0.217401,1.16885,102.312,13.3522,9.97475,0.0001,north
8.2625,0.353646,1.96872,134.037,-2.24247,0.451574,118.264,-10.06,0.559864,0.948236,105.381,12.6861,8.74744,0.0001,north
8.2279,0.397818,1.9675,141.65,-1.87356,0.503307,118.518,-10.06,0.599675,0.982993,114.531,12.7324,8.80853,0.0001,north
8.3397,0.39685,2.00127,138.631,-4.409,0.317798,118.695,-10.06,0.289987,0.671884,108.425,11.4376,7.84807,0.0001,north
8.263,0.337944,1.98621,136.659,-3.5836,0.177655,115.559,-10.06,0.121825,0.759878,105.302,11.9075,8.14066,0.0001,north
8.4542,0.39636,1.97695,140.827,-2.27768,0.461372,120.524,-10.06,0.479737,1.02722,111.218,12.4339,9.22973,0.0001,north
8.3305,0.316628,1.9845,142.58,-2.33863,0.596084,124.823,-10.06,0.713345,1.08608,111.608,12.2344,9.56958,0.0001,north
-8.8858,-0.441334,1.96715,83.4212,5.72397,0.0613492,67.5664,10.06,-0.0746305,0.663518,61.2408,16.0528,11.8064,0.0001,south
-8.8027,-0.448917,1.95853,83.2197,6.78158,0.0652834,66.1012,10.06,0.00707841,0.650419,61.2171,16.3771,13.4145,0.0001,south
-8.9279,-0.47573,1.92202,82.8631,5.88036,0.174172,67.2093,10.06,0.131359,0.711949,61.0472,16.0662,12.6926,0.0001,south
-8.9774,-0.466934,1.92959,77.9675,5.75329,0.124494,60.4796,10.06,0.140431,0.759065,54.4809,17.6468,14.0379,0.0001,south
-9.0152,-0.531104,1.96045,79.0934,4.041,-0.0425458,63.8392,10.06,-0.164833,0.978707,56.0723,16.6883,14.631,0.0001,south
-8.8701,-0.489692,1.92005,86.083,4.16381,0.041465,66.1553,10.06,0.431927,0.983403,58.5793,15.8729,14.3505,0.0001,south
8.3345,0.338689,1.99607,141.3,-5.01924,0.623379,123.684,-10.06,0.711928,0.566404,113.612,11.0376,7.21054,0.0001,north
8.4707,0.340409,1.98545,150.335,-5.8796,-0.124594,124.394,-10.06,-0.256999,0.46065,116.438,10.4578,6.7756,0.0001,north
8.2103,0.417282,1.91816,141.358,-2.36867,-0.0382313,124.232,-10.06,-0.382815,0.813919,114.078,11.9207,7.67446,0.0001,north
8.3074,0.342575,1.94459,142.454,-1.44907,0.0337347,121.549,-10.06,-0.194491,1.11083,107.394,12.9348,9.28707,0.0001,north
8.3917,0.409222,1.97912,140.618,-2.67318,0.297732,123.027,-10.06,0.207695,0.844018,110.133,12.2765,8.09942,0.0001,north
8.258,0.378704,1.89908,139.628,2.109,0.334546,103.793,-10.06,0.464951,1.45927,95.6706,18.0323,11.1866,0.0001,north
-9.0798,-0.609269,1.95865,81.9685,6.29227,-0.080795,63.7175,10.06,-0.147955,0.701664,58.2638,16.8403,13.4348,0.0001,south
-8.794,-0.579297,1.95609,85.4088,3.21968,-0.299339,68.476,10.06,-0.60844,0.800249,60.6834,15.6228,12.0204,0.0001,south
-8.8348,-0.596468,1.97243,87.1677,7.41649,-0.201483,75.4909,10.06,-0.247962,0.513443,71.5275,15.1909,11.8947,0.0001,south
-8.789,-0.541709,1.93718,83.0323,5.80495,0.0235562,66.9306,10.06,0.225922,0.575283,61.1671,16.1761,10.8559,0.0001,south
-8.9571,-0.519657,1.97418,82.6903,4.34257,-0.0907698,68.5672,10.06,-0.252612,0.749365,61.4079,16.01,11.762,0.0001,south
-8.9073,-0.604547,1.95172,86.1444,5.8869,-0.568613,63.5104,10.06,-0.480688,0.668455,58.0064,16.0756,12.46,0.0001,south
8.2371,0.362278,1.98865,136.437,-4.67897,0.000511078,115.781,-10.06,-0.17256,0.758723,106.62,11.3591,9.07625,0.0001,north
8.1769,0.441482,1.95991,138.868,-1.91497,0.463225,114.013,-10.06,0.535708,0.943873,107.83,12.9172,8.40024,0.0001,north
8.2046,0.358055,1.9792,138.502,-4.10396,0.153352,119.78,-10.06,0.0148988,0.715252,108.753,11.5201,8.00254,0.0001,north
8.4722,0.327394,1.99514,142.181,-3.53341,0.37384,121.918,-10.06,0.393638,0.817731,110.242,11.6803,8.43985,0.0001,north
8.315,0.34388,1.95511,137.682,-1.32534,0.509631,117.55,-10.06,0.637496,1.0242,103.173,13.0062,8.86019,0.0001,north
8.19,0.318638,1.93411,137.017,-2.09735,0.461917,117.731,-10.06,0.45785,1.03093,103.965,12.8627,9.31425,0.0001,north
-8.6149,-0.676364,1.88602,87.2893,1.32279,-0.241039,70.0895,10.06,-0.557434,0.825716,59.5184,15.6665,12.3302,0.0001,south
-8.725,-0.643973,1.928,86.8628,4.15891,-0.32582,74.647,10.06,-0.532898,0.637377,66.6253,15.3967,9.91072,0.0001,south
-8.8197,-0.70409,1.94044,86.1781,4.90263,-0.159098,69.1258,10.06,-0.299556,0.786477,62.1193,15.8604,12.3571,0.0001,south
-8.6197,-0.630605,1.9313,86.9074,5.24362,-0.101577,70.1138,10.06,-0.184297,0.594488,63.297,15.5698,10.3327,0.0001,south
-8.6885,-0.627038,1.96602,83.7114,5.74124,-0.181384,67.2105,10.06,-0.407544,0.639928,61.2783,16.3483,11.5476,0.0001,south
-8.6295,-0.609024,1.93342,87.3924,4.27769,-0.0697434,72.6581,10.06,-0.203674,0.67139,64.9791,15.4367,10.4748,0.0001,south
8.1907,0.366261,1.95902,141.52,-2.41501,0.211281,119.434,-10.06,0.054582,1.05979,106.204,12.5862,9.67608,0.0001,north
8.3009,0.370287,1.98665,140.717,-3.12017,0.46766,117.495,-10.06,0.479917,0.932686,113.988,11.7989,8.96435,0.0001,north
8.3873,0.35834,1.94693,137.085,0.5104,0.371816,109.585,-10.06,0.53827,1.27067,103.031,15.2929,10.3593,0.0001,north
8.1514,0.452122,1.92449,136.208,0.5409,0.470036,109.387,-10.06,0.511261,1.38596,101.173,15.4815,10.5141,0.0001,north
8.4184,0.415934,1.99686,142.801,-3.56899,0.372132,124.703,-10.06,0.289964,0.749402,112.843,11.2338,7.77625,0.0001,north
8.4334,0.32921,1.9783,139.875,-2.38752,0.357156,119.088,-10.06,0.354541,1.10363,114.577,12.2805,9.90226,0.0001,north
-8.5707,-0.635567,1.94952,86.976,3.87237,-0.0870174,73.8241,10.06,-0.119763,0.783894,65.4017,15.4115,11.2,0.0001,south
-8.6796,-0.656121,1.91746,84.8633,4.86304,-0.102985,69.9303,10.06,-0.220999,0.611366,63.299,16.0134,10.3939,0.0001,south
-8.6633,-0.616991,1.93537,83.7897,4.3041,-0.547662,68.9088,10.06,-1.01576,0.882994,61.0314,16.3927,13.0857,0.0001,south
-8.6211,-0.623297,1.95341,84.067,7.08811,-0.0840521,67.6414,10.06,-0.256514,0.544959,63.3875,16.9294,12.1013,0.0001,south
-8.7358,-0.593472,1.94317,87.471,4.83472,-0.0739474,71.2807,10.06,-0.257653,0.703973,64.2239,15.4467,11.1705,0.0001,south
-8.6986,-0.591446,1.91467,86.5839,7.04455,-0.23696,59.9957,10.06,-0.296648,0.623717,55.6863,15.8552,14.0953,0.0001,south
8.8988,0.793163,1.92435,79.7151,-5.74956,0.80535,62.0561,-10.06,1.13109,0.746472,56.3371,16.5254,13.5564,0.0001,north
8.9066,0.768368,1.92831,84.4802,-4.42617,0.174382,68.8448,-10.06,0.115612,0.66726,61.7389,15.775,10.955,0.0001,north
8.9534,0.642891,1.94461,81.2086,-4.6145,0.215657,67.2493,-10.06,0.222229,0.639421,60.4677,16.2182,10.9681,0.0001,north
8.9818,0.725066,1.93746,88.1662,-5.52211,0.288831,72.9122,-10.06,0.278664,0.700209,66.7745,14.8466,11.4945,0.0001,north
8.8421,0.711971,1.91981,82.641,-7.23959,-0.0456261,67.9627,-10.06,-0.109968,0.598245,63.6457,15.6623,13.4818,0.0001,north
8.9347,0.63077,1.90534,83.0503,-5.97395,0.0491486,67.6342,-10.06,-0.0121128,0.630885,61.982,15.911,11.663,0.0001,north
-8.6564,-0.560485,2.03012,81.7349,6.74026,0.0424728,67.446,10.06,-0.0541057,0.605846,63.0163,16.5415,12.3816,0.0001,south
-8.6659,-0.624326,1.97462,82.1553,4.54768,0.106846,65.3657,10.06,0.0380502,0.61107,58.4067,16.3984,10.9238,0.0001,south
-8.7616,-0.580301,1.92793,85.8675,5.87731,0.232692,67.5033,10.06,0.271965,0.76787,61.7734,15.7315,13.3281,0.0001,south
-8.7177,-0.639323,2.00474,83.6295,5.9578,-0.203328,65.0292,10.06,-0.404395,0.617083,59.5892,16.3852,11.7544,0.0001,south
-8.5558,-0.602068,1.95985,89.3877,4.79237,-0.0602288,75.2932,10.06,-0.134955,0.786949,67.652,14.8007,11.6413,0.0001,south
-8.7626,-0.617736,2.02701,82.5872,7.7814,-0.369753,61.0591,10.06,-0.469675,0.622101,57.5593,16.9578,16.6061,0.0001,south
8.4361,0.752931,1.94024,133.569,-1.73795,0.317014,118.316,-10.06,0.0273987,0.740292,105.14,12.5477,7.22282,0.0001,north
8.4433,0.867376,1.93565,136.45,-1.78526,0.742087,118.728,-10.06,0.694781,0.996237,105.257,12.4243,8.77994,0.0001,north
8.3914,0.80944,1.90993,138.94,-2.68582,0.401089,122.07,-10.06,0.152629,0.780077,108.799,11.6256,7.60608,0.0001,north
8.4239,0.674266,1.92387,138.809,-3.18272,0.228909,122.31,-10.06,-0.0276276,0.70901,110.309,11.2185,7.27906,0.0001,north
8.7984,0.64662,1.97901,143.454,-3.9181,-0.199346,124.117,-10.06,-0.626899,0.720459,112.291,11.1194,7.80575,0.0001,north
8.5936,0.628034,1.96498,140.858,-3.28202,-0.0332458,123.56,-10.06,-0.484414,0.708056,110.547,11.2236,7.33009,0.0001,north
-8.6294,1.30391,1.94741,84.041,5.76818,0.372358,70.6484,10.06,-0.0364393,0.667247,64.842,15.858,11.555,0.0001,south
-8.6206,1.27948,1.96714,82.2095,6.87461,0.547831,66.9274,10.06,0.225019,0.685882,62.0917,16.5232,14.0868,0.0001,south
-8.6559,-0.614596,1.94206,84.5027,4.76932,-0.372444,68.975,10.06,-0.636434,0.825696,61.5533,16.0913,12.727,0.0001,south
-8.7294,-0.550041,2.03468,85.8291,5.76162,-0.227836,71.0351,10.06,-0.397631,0.656148,64.9662,15.564,11.3694,0.0001,south
-8.6585,-0.53402,2.01267,83.1282,7.04514,-0.153628,60.9476,10.06,-0.326443,0.734575,56.4,16.7546,16.1024,0.0001,south
-8.5894,-0.496526,1.92897,86.2324,4.24304,0.0953597,71.2283,10.06,-0.0198155,0.828614,63.2217,14.9935,12.1786,0.0001,south
8.5726,0.585585,1.95229,145.995,-4.93158,-0.319358,127.158,-10.06,-0.689112,0.541488,116.911,10.6051,6.75408,0.0001,north
8.5628,0.678555,1.94868,123.879,-1.47574,0.351697,100.634,-10.06,0.0872074,1.27401,85.5302,13.4915,11.557,0.0001,north
8.7281,1.02234,1.94001,147.125,-6.65637,0.305758,121.245,-10.06,0.123167,0.404698,114.693,10.1158,6.99325,0.0001,north
8.6038,1.12238,1.95671,136.774,-4.86052,0.433315,119.807,-10.06,0.182691,0.572149,109.479,10.4064,7.18964,0.0001,north
8.4653,0.582551,1.93009,137.614,-1.1352,0.0868502,117.821,-10.06,-0.390635,1.11383,110.073,13.0571,9.24702,0.0001,north
8.3536,0.611317,1.91902,139.685,-1.60569,0.217649,124.011,-10.06,-0.0949895,0.886699,108,12.2853,7.86982,0.0001,north
-8.6117,1.2528,1.97442,83.4353,5.07374,0.311423,66.7162,10.06,-0.360821,0.922314,59.6055,16.3242,14.255,0.0001,south
-8.6479,-0.67198,1.96186,83.9094,5.5155,-0.135801,65.8896,10.06,-0.338791,0.928295,59.1765,15.9883,15.0343,0.0001,south
-8.7387,-0.611929,1.97332,85.0394,4.7841,-0.374213,67.0802,10.06,-0.655536,1.0071,59.6311,16.1456,14.879,0.0001,south
-8.7242,-0.654359,1.98722,82.7331,5.92343,0.151692,64.4362,10.06,0.138378,0.717722,58.7865,16.3826,13.0783,0.0001,south
-8.6738,-0.638372,1.99637,86.559,5.24371,-0.27612,71.9531,10.06,-0.429769,0.788329,65.2545,15.3991,12.3216,0.0001,south
-7.653,-0.628678,1.90535,87.8033,3.66779,-0.385256,72.1155,10.06,-0.683469,0.930002,63.405,15.2082,12.6849,0.0001,south
8.5783,0.993289,1.94252,125.95,-5.32653,0.554254,106.538,-10.06,0.447479,0.535249,98.6986,11.5231,7.50844,0.0001,north
8.4926,0.676835,1.94431,139.011,-4.17454,-0.114547,126.451,-10.06,-0.483459,0.692796,116.991,10.8269,7.67833,0.0001,north
8.6798,0.80241,1.96719,131.016,-5.1774,0.30704,114.525,-10.06,0.174873,0.551226,105.622,11.0536,7.37038,0.0001,north
8.5303,0.92285,1.91682,139.076,-1.78844,0.481776,121.024,-10.06,0.0761492,0.935799,106.859,12.2002,8.30628,0.0001,north
8.2591,0.796892,1.86958,145.651,1.8612,0.539324,116.609,-10.06,-0.0258343,1.50331,108.338,17.1799,10.4595,0.0001,north
8.5328,0.747833,1.96106,127.896,-8.07534,0.145185,100.917,-10.06,0.0773224,0.377386,97.3231,10.5595,10.4667,0.0001,north
-8.736,-0.637892,1.96156,89.169,3.63476,-0.0381758,71.0658,10.06,-0.0100052,0.677286,62.8448,15.2185,10.6438,0.0001,south
-8.6978,-0.611143,1.91279,84.8021,6.14524,-0.198355,68.5403,10.06,-0.309291,0.637022,62.7732,16.1533,11.8133,0.0001,south
-8.7037,-0.631838,1.94327,84.6227,6.39143,-0.0306498,69.3922,10.06,-0.054959,0.568353,64.179,15.9698,11.0826,0.0001,south
-8.6346,-0.628398,1.9284,83.4907,5.96318,-0.0608364,65.8612,10.06,-0.154366,0.717192,60.11,16.0487,12.9629,0.0001,south
-8.5299,1.262,1.93642,82.7047,5.59483,0.619549,65.2083,10.06,0.142022,0.721153,58.9951,16.5813,12.6552,0.0001,south
-8.4953,1.28577,1.95787,81.6393,6.12607,0.225237,63.5263,10.06,-0.323417,0.709969,57.7116,16.8416,13.297,0.0001,south
8.3611,0.80947,1.91673,140.896,-3.90351,0.160793,122.351,-10.06,-0.201569,0.655139,110.529,10.9661,7.21504,0.0001,north
8.5187,0.76573,1.911,141.748,-4.17664,0.137574,121.939,-10.06,-0.219361,0.663699,110.858,10.9701,7.52328,0.0001,north
8.641,0.674626,1.94407,146.557,-2.1594,0.251926,123.793,-10.06,0.00798843,0.890907,109.637,12.0052,8.11018,0.0001,north
8.5916,-0.982206,1.947,145.752,-2.80004,-0.357893,126.136,-10.06,-0.0450977,0.835914,112.864,11.5785,7.98402,0.0001,north
8.5268,-0.97886,1.93432,145.055,-2.63511,-0.325091,122.626,-10.06,0.0447608,0.923408,108.445,11.7948,8.63391,0.0001,north
